filename,width,height,class,xmin,ymin,xmax,ymax
00173788cafe4c7d.jpg,600,449,guitar,150,152,245,241
00173788cafe4c7d.jpg,600,449,guitar,210,166,368,247
00173788cafe4c7d.jpg,600,449,guitar,449,150,588,226
001c672a2331b72c.jpg,600,322,guitar,177,210,197,274
001c672a2331b72c.jpg,600,322,guitar,203,171,291,223
001c672a2331b72c.jpg,600,322,guitar,311,216,336,275
001c672a2331b72c.jpg,600,322,guitar,467,167,545,214
001c672a2331b72c.jpg,600,322,guitar,555,191,599,238
0020d1e5463ac354.jpg,400,600,guitar,110,130,398,288
0039d04c93107e92.jpg,600,449,guitar,64,150,189,203
005631ae20c56da6.jpg,600,337,guitar,244,149,264,192
005631ae20c56da6.jpg,600,337,guitar,312,192,356,233
0056be0f4d0a5175.jpg,600,600,guitar,250,107,475,269
005a82a6b59afe78.jpg,600,449,guitar,281,285,581,447
0069acf448acca3e.jpg,600,449,guitar,71,179,204,261
0069acf448acca3e.jpg,600,449,guitar,465,198,599,273
006bee7658f12f84.jpg,600,450,guitar,72,404,123,449
006bee7658f12f84.jpg,600,450,guitar,455,322,599,439
008711fefb7d014a.jpg,600,449,guitar,61,94,173,148
008711fefb7d014a.jpg,600,449,guitar,452,165,599,241
0088f384a68b312c.jpg,400,600,guitar,165,249,318,361
00d590c32bf84a1f.jpg,400,600,guitar,0,189,399,446
011d23bb2ddeb4fb.jpg,600,580,guitar,88,138,502,395
012871e9a2ca5af8.jpg,600,400,guitar,204,292,556,399
01397f2abf688386.jpg,600,398,guitar,59,68,550,398
013b656814d56b4a.jpg,285,600,guitar,29,81,280,321
01596a3e9e334b64.jpg,479,600,guitar,193,113,375,278
01596a3e9e334b64.jpg,479,600,guitar,340,94,478,290
0164836f9e6ef74b.jpg,600,399,guitar,148,91,568,398
019e42d19a82227e.jpg,600,449,guitar,231,136,395,302
01a32086017d005b.jpg,570,600,guitar,26,88,555,506
01c1086d3ad41336.jpg,600,600,guitar,11,251,597,503
01defa7683b824e6.jpg,600,449,guitar,248,202,583,313
0288de8feb37b9c8.jpg,600,400,guitar,151,306,215,314
0288de8feb37b9c8.jpg,600,400,guitar,221,168,592,376
02ce27d86c561473.jpg,400,600,guitar,75,237,340,416
02ce51d839ee0dd1.jpg,600,454,guitar,207,231,431,355
02fd2a9563c8876f.jpg,461,600,guitar,0,316,370,594
02ff946886ed2cf5.jpg,449,600,guitar,163,356,285,421
03039ccc99be9022.jpg,600,340,guitar,366,100,495,220
0338a292b1c1b143.jpg,600,401,guitar,1,250,575,400
0367ad5be0d78d04.jpg,400,600,guitar,197,239,396,385
0369b7cbb3c55e6b.jpg,449,600,guitar,116,243,173,371
0369b7cbb3c55e6b.jpg,449,600,guitar,150,147,332,357
0393c3228189aad9.jpg,399,600,guitar,31,191,360,536
03aa584a8b9645d5.jpg,401,600,guitar,73,241,357,468
03bf8168f84c4dbb.jpg,600,400,guitar,30,98,347,345
03bf8168f84c4dbb.jpg,600,400,guitar,363,155,599,317
03c0112fbc05befe.jpg,600,399,guitar,272,14,381,306
03da2e05aa9c3e49.jpg,600,400,guitar,86,188,339,338
03da2e05aa9c3e49.jpg,600,400,guitar,383,216,599,336
03e60b9c5f022084.jpg,449,600,guitar,62,54,412,599
03f19507c7a1cb15.jpg,600,401,guitar,299,0,570,400
0419f999a4bc8ab0.jpg,401,600,guitar,0,353,400,599
046a3ecaa9cc5471.jpg,600,338,guitar,212,141,318,197
046a3ecaa9cc5471.jpg,600,338,guitar,429,119,479,181
048347043fa95dfb.jpg,600,401,guitar,0,133,599,400
0489080ae950040c.jpg,449,600,guitar,98,228,385,373
04a32a1a39e310d0.jpg,600,337,guitar,463,228,550,264
04da7673c1fd3aa8.jpg,600,449,guitar,446,279,489,352
05011f641863201b.jpg,400,600,guitar,33,223,361,402
0529e8dada6421c6.jpg,600,476,guitar,88,198,294,303
0529e8dada6421c6.jpg,600,476,guitar,282,206,523,299
0533c986df9d80ee.jpg,513,600,guitar,5,296,456,555
0546cba5324cfc3b.jpg,475,600,guitar,94,279,404,564
05f32a0beb1853ce.jpg,600,449,guitar,102,16,294,130
05f32a0beb1853ce.jpg,600,449,guitar,201,50,252,246
05f32a0beb1853ce.jpg,600,449,guitar,249,126,412,251
0607b643f0a3cf9a.jpg,400,600,guitar,0,0,399,596
0632a49d0030750a.jpg,600,449,guitar,407,162,501,298
0637d11a4fdcdd52.jpg,449,600,guitar,169,365,449,593
0672fdfc72deecd4.jpg,600,449,guitar,0,184,599,443
069c4e12b7fe492b.jpg,600,449,guitar,59,260,237,356
06f06172abcb2a77.jpg,406,600,guitar,41,255,381,374
074877e5ed755495.jpg,600,400,guitar,0,155,67,238
074877e5ed755495.jpg,600,400,guitar,306,220,380,270
07b0e4b59f08a9d0.jpg,600,401,guitar,21,225,462,400
07e5fab6c044003a.jpg,600,399,guitar,384,255,575,339
081ed5d4e04fec57.jpg,600,400,guitar,268,233,377,342
082acb97d8091ec9.jpg,600,400,guitar,51,154,532,362
088232b14bed54b7.jpg,600,449,guitar,0,66,562,448
08da9fe76d8430d0.jpg,600,336,guitar,84,282,285,336
08da9fe76d8430d0.jpg,600,336,guitar,306,76,537,336
09131f578f405ff1.jpg,600,400,guitar,19,172,344,384
09131f578f405ff1.jpg,600,400,guitar,308,222,599,370
093dfe4032593b06.jpg,600,449,guitar,174,267,458,449
09538b5296c2989d.jpg,400,600,guitar,47,199,185,560
09658363ba00992d.jpg,600,398,guitar,353,283,599,398
0a1098ebc5d987f7.jpg,600,399,guitar,0,212,329,398
0a1098ebc5d987f7.jpg,600,399,guitar,419,243,498,398
0a5a46af5173efd7.jpg,600,449,guitar,0,169,586,449
0a79430e09baa389.jpg,600,449,guitar,41,91,551,361
0a8de423f8ae3fa2.jpg,428,600,guitar,114,61,410,593
0a9c60c6bfaf78e6.jpg,479,600,guitar,28,159,368,435
0b19ddecaec03ad8.jpg,600,400,guitar,163,126,403,342
0b8f07f92edbe1ae.jpg,400,600,guitar,93,386,399,546
0b9a572e73a1fd57.jpg,600,400,guitar,4,181,226,375
0bb8434a6ef553ec.jpg,600,400,guitar,0,196,207,315
0bda5a7638c5f1d1.jpg,600,400,guitar,122,150,348,385
0bda5a7638c5f1d1.jpg,600,400,guitar,188,189,265,273
0bda5a7638c5f1d1.jpg,600,400,guitar,383,116,491,180
0c2c151252557338.jpg,400,600,guitar,158,304,219,343
0c5ad61a4ec077c8.jpg,600,449,guitar,362,168,489,283
0c5ad61a4ec077c8.jpg,600,449,guitar,186,208,299,282
0cd45b193410aba1.jpg,600,401,guitar,34,144,496,296
0d38f127f85795cb.jpg,600,399,guitar,85,302,522,398
0d76567c75c203af.jpg,600,400,guitar,272,268,472,400
0d9036b65635a358.jpg,600,548,guitar,15,311,575,547
0dd875f30604689a.jpg,600,401,guitar,74,62,311,348
0df0fd3ceb2fc1be.jpg,600,600,guitar,14,0,599,599
0e08f8641bedbcdd.jpg,600,400,guitar,215,203,550,399
0e4b7d7308c30114.jpg,600,399,guitar,314,118,561,265
0e4fb4f9ac9b34b6.jpg,600,400,guitar,178,176,246,227
0f18fe1fed234027.jpg,600,449,guitar,349,122,432,294
0f633ba0df5d8280.jpg,411,600,guitar,163,188,348,280
0f9371464ba61ce0.jpg,600,400,guitar,221,107,379,167
0fcf3e6c39c84bd5.jpg,401,600,guitar,0,272,400,466
0fe70072646a0ffa.jpg,600,449,guitar,61,161,267,322
100886321099b618.jpg,600,399,guitar,1,371,182,398
100886321099b618.jpg,600,399,guitar,178,286,596,398
1026f7b3776a3074.jpg,600,400,guitar,4,192,158,290
1026f7b3776a3074.jpg,600,400,guitar,167,140,456,302
103f9e551a1849ed.jpg,401,600,guitar,35,56,159,405
1071927f06e8c5d4.jpg,400,600,guitar,48,289,268,407
1074eb8b54bf3eea.jpg,401,600,guitar,86,290,280,599
10b406161e7eff88.jpg,600,449,guitar,221,189,452,294
10fad66f9f1ccca5.jpg,402,600,guitar,0,329,325,559
1191ad24cd10acec.jpg,600,449,guitar,116,221,209,314
1191ad24cd10acec.jpg,600,449,guitar,269,218,381,296
