filename,width,height,class,xmin,ymin,xmax,ymax
P1030497.JPG,682,512,guitar,206,1,500,504
P1030494.JPG,682,512,guitar,87,127,672,329
P1030496.JPG,682,512,guitar,20,39,673,361
P1030502.JPG,682,512,guitar,68,79,682,377
P1030514.JPG,682,512,guitar,121,49,407,457
P1030493.JPG,682,512,guitar,1,29,682,353
P1030503.JPG,682,512,guitar,170,106,525,376
P1030500.JPG,682,512,guitar,1,181,608,304
P1030509.JPG,682,512,guitar,95,31,682,374
P1030510.JPG,682,512,guitar,64,127,682,295
P1030484.JPG,682,512,guitar,2,153,651,332
P1030512.JPG,682,512,guitar,1,132,565,413
P1030479.JPG,682,512,guitar,114,126,538,322
P1030474.JPG,682,512,guitar,1,21,682,342
P1030490.JPG,682,512,guitar,145,1,615,479
P1030516.JPG,682,512,guitar,99,168,682,401
P1030507.JPG,682,512,guitar,294,122,390,422
P1030487.JPG,682,512,guitar,158,1,462,511
P1030483.JPG,682,512,guitar,1,66,681,474
P1030515.JPG,682,512,guitar,63,26,682,387
P1030501.JPG,682,512,guitar,1,49,649,387
P1030475.JPG,682,512,guitar,1,49,682,338
P1030476.JPG,682,512,guitar,1,81,681,328
P1030489.JPG,682,512,guitar,58,1,679,403
P1030473.JPG,682,512,guitar,101,106,682,335
P1030511.JPG,682,512,guitar,219,163,431,359
P1030486.JPG,682,512,guitar,148,1,580,366
P1030517.JPG,682,512,guitar,1,153,674,436
P1030495.JPG,682,512,guitar,36,40,453,433
P1030491.JPG,682,512,guitar,1,183,486,397
P1030505.JPG,682,512,guitar,60,101,674,284
P1030477.JPG,682,512,guitar,1,118,682,323
P1030499.JPG,682,512,guitar,2,147,530,343
P1030506.JPG,682,512,guitar,3,192,618,436
P1030480.JPG,682,512,guitar,52,101,656,385
P1030482.JPG,682,512,guitar,1,30,682,445
P1030498.JPG,682,512,guitar,56,112,570,393
P1030513.JPG,682,512,guitar,126,164,603,380
P1030481.JPG,682,512,guitar,1,1,679,511
P1030518.JPG,682,512,guitar,268,90,422,511
