filename,width,height,class,xmin,ymin,xmax,ymax
P1030510.JPG,682,512,guitar,0,0,682,512
P1030506.JPG,682,512,guitar,0,0,682,512
P1030516.JPG,682,512,guitar,0,0,682,512
P1030490.JPG,682,512,guitar,0,0,682,512
P1030497.JPG,682,512,guitar,0,0,682,512
P1030499.JPG,682,512,guitar,0,0,682,512
P1030495.JPG,682,512,guitar,0,0,682,512
P1030476.JPG,682,512,guitar,0,0,682,512
P1030512.JPG,682,512,guitar,0,0,682,512
P1030483.JPG,682,512,guitar,0,0,682,512
P1030513.JPG,682,512,guitar,0,0,682,512
P1030491.JPG,682,512,guitar,0,0,682,512
P1030509.JPG,682,512,guitar,0,0,682,512
P1030502.JPG,682,512,guitar,0,0,682,512
P1030493.JPG,682,512,guitar,0,0,682,512
P1030500.JPG,682,512,guitar,0,0,682,512
P1030484.JPG,682,512,guitar,0,0,682,512
P1030511.JPG,682,512,guitar,0,0,682,512
P1030477.JPG,682,512,guitar,0,0,682,512
P1030487.JPG,682,512,guitar,0,0,682,512
P1030515.JPG,682,512,guitar,0,0,682,512
P1030517.JPG,682,512,guitar,0,0,682,512
P1030482.JPG,682,512,guitar,0,0,682,512
P1030496.JPG,682,512,guitar,0,0,682,512
P1030474.JPG,682,512,guitar,0,0,682,512
P1030480.JPG,682,512,guitar,0,0,682,512
P1030473.JPG,682,512,guitar,0,0,682,512
P1030494.JPG,682,512,guitar,0,0,682,512
P1030489.JPG,682,512,guitar,0,0,682,512
P1030505.JPG,682,512,guitar,0,0,682,512
P1030475.JPG,682,512,guitar,0,0,682,512
P1030498.JPG,682,512,guitar,0,0,682,512
P1030518.JPG,682,512,guitar,0,0,682,512
P1030503.JPG,682,512,guitar,0,0,682,512
P1030479.JPG,682,512,guitar,0,0,682,512
P1030501.JPG,682,512,guitar,0,0,682,512
P1030507.JPG,682,512,guitar,0,0,682,512
P1030486.JPG,682,512,guitar,0,0,682,512
P1030481.JPG,682,512,guitar,0,0,682,512
P1030514.JPG,682,512,guitar,0,0,682,512
